,Latitude,Longitude,Number,Street,City,State,County,Zip,url
63,32.755841,-97.214109,5601,Bridge St,Fort Worth,TX,Tarrant County,76112,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12680
49,32.732546,-97.332484,1100,Hemphill St,Fort Worth,TX,Tarrant County,76104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7856
52,32.752982,-97.334886,512,W 4th St,Fort Worth,TX,Tarrant County,76102,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7476
54,32.746387,-97.315333,1321,E Lancaster Ave,Fort Worth,TX,Tarrant County,76102,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8174
55,32.744672,-97.313785,2400,Cypress St,Fort Worth,TX,Tarrant County,76102,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11539
56,32.744672,-97.313785,2400,Cypress St,Fort Worth,TX,Tarrant County,76102,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7882
57,32.746686,-97.301311,1855,E Lancaster Ave,Fort Worth,TX,Tarrant County,76103,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9692
50,32.732546,-97.332484,1100,Hemphill St,Fort Worth,TX,Tarrant County,76104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9691
51,32.734342,-97.331077,929,Hemphill St,Fort Worth,TX,Tarrant County,76104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8104
58,32.724676,-97.286908,2701,Burchill Rd,Fort Worth,TX,Tarrant County,76105,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7248
59,32.769586,-97.29705,3500,Noble Ave,Fort Worth,TX,Tarrant County,76111,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7357
60,32.709493,-97.279963,3712,Wichita St,Fort Worth,TX,Tarrant County,76119,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9693
99,28.976191,-95.372563,1618,N Ave J,Freeport,TX,Brazoria County,77541,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14558
100,28.976191,-95.372563,1618,N Ave J,Freeport,TX,Brazoria County,77541,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14627
200,29.294708,-94.825798,601,51st St,Galveston,TX,Galveston County,77551,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11454
201,29.302599,-94.794758,2420,Winnie St,Galveston,TX,Galveston County,77550,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11446
202,29.313542,-94.769321,201,1st St,Galveston,TX,Galveston County,77550,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8118
203,29.297294,-94.789551,2127,Ave M,Galveston,TX,Galveston County,77550,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11521
15,32.913847,-96.642431,218,N 10th St,Garland,TX,Dallas County,75040,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7794
17,32.9092,-96.635946,451,W Ave D,Garland,TX,Dallas County,75040,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11547
136,28.368432,-98.143234,3454,Hwy 281,George West,TX,Live Oak County,78022,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11450
223,33.10511,-98.59092,503,2nd St,Graham,TX,Young County,76450,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11523
32,32.748366,-97.005921,202,College St,Grand Prairie,TX,Dallas County,75050,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13832
44,32.629129,-97.065329,3119,Teodoro Dr,Grand Prairie,TX,Tarrant County,75052,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20480
167,26.188408,-97.701247,514,S E St,Harlingen,TX,Cameron County,78550,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7712
168,26.187676,-97.701245,616,W Taylor Ave,Harlingen,TX,Cameron County,78550,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7455
84,29.76071,-95.35131,1811,Ruiz St,Houston,TX,Harris County,77002,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11448
75,29.732948,-95.384712,4640,Main St,Houston,TX,Harris County,77002,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8169
81,29.757047,-95.351736,2009,Congress St,Houston,TX,Harris County,77002,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15258
82,29.757257,-95.353598,320,Hamilton St,Houston,TX,Harris County,77002,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7798
83,29.758606,-95.353767,1717,Congress St,Houston,TX,Harris County,77002,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15257
86,29.759234,-95.35981,1212,Prairie St,Houston,TX,Harris County,77002,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13485
80,29.753677,-95.349065,419,Dowling St,Houston,TX,Harris County,77003,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8086
72,29.720435,-95.373606,2505,Southmore Blvd,Houston,TX,Harris County,77004,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12558
73,29.731638,-95.35179,3410,Drew St,Houston,TX,Harris County,77004,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13988
76,29.738932,-95.37358,3209,Austin St,Houston,TX,Harris County,77004,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11451
77,29.742353,-95.368287,1603,McGowen St,Houston,TX,Harris County,77004,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7979
78,29.743088,-95.393388,1111,Lovett Blvd,Houston,TX,Harris County,77006,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7364
74,29.740675,-95.316691,5803,Harrisburg Blvd,Houston,TX,Harris County,77011,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8139
70,29.686771,-95.276522,3827,Broadway St,Houston,TX,Harris County,77017,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14905
181,29.831787,-95.402613,4516,Old Yale St,Houston,TX,Harris County,77018,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10260
182,29.831787,-95.402613,4516,Old Yale St,Houston,TX,Harris County,77018,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14158
87,29.756975,-95.398652,1010,Waugh Dr,Houston,TX,Harris County,77019,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7626
71,29.651403,-95.501875,6342,Ludington Dr,Houston,TX,Harris County,77035,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15010
225,29.845124,-95.547189,10247,Algiers Rd,Houston,TX,Harris County,77041,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7773
88,29.738979,-95.478788,5718,Westheimer Rd,Houston,TX,Harris County,77057,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20468
183,29.800135,-95.481624,1701,Jacquelyn Dr,Houston,TX,Harris County,77055,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9695
184,29.806911,-95.481661,2005,Jacquelyn Dr,Houston,TX,Harris County,77055,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8011
79,29.71135,-95.478004,6300,Chimney Rock Rd,Houston,TX,Harris County,77081,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7557
85,29.76071,-95.35131,1811,Ruiz St,Houston,TX,Harris County,77002,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9696
185,29.93205,-95.479957,13617,Kaltenbrun Rd,Houston,TX,Harris County,77086,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12646
186,30.00376,-95.461991,15555,Kuykendahl Rd,Houston,TX,Harris County,77090,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7822
126,29.891523,-95.308216,5609,Mt Houston Rd,Houston,TX,Harris County,77093,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15819
127,29.860376,-95.344202,2605,Parker Rd,Houston,TX,Harris County,77093,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14628
129,29.995899,-95.259712,111,S Ave G,Humble,TX,Harris County,77338,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11449
128,29.983107,-95.259673,1203,S Houston Ave,Humble,TX,Harris County,77338,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7460
227,30.72492,-95.543034,1005,Martin Luther King Jr Dr,Huntsville,TX,Walker County,77320,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9798
16,32.821298,-96.957252,928,Bluebird Dr,Irving,TX,Dallas County,75061,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14945
124,32.60748,-96.278671,2675,N State Highway 34,Kaufman,TX,Kaufman County,75142,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11522
221,30.046728,-99.136932,429,Washington St,Kerrville,TX,Kerr County,78028,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7582
145,31.12491,-97.72489,412,E Sprott St,Killeen,TX,Bell County,76541,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=16005
146,31.12546,-97.727141,818,N 4th St,Killeen,TX,Bell County,76541,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=16006
228,27.506404,-99.499879,408,Matamoros St,Laredo,TX,Webb County,78040,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11460
229,27.504705,-99.504102,815,Hidalgo St,Laredo,TX,Webb County,78040,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11455
195,30.695139,-94.930338,1607,S Washington Ave,Livingston,TX,Polk County,77351,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10279
180,32.492536,-94.732245,519,E Cotton St,Longview,TX,Gregg County,75601,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11558
121,32.506909,-94.787828,3011,W Marshall Ave,Longview,TX,Gregg County,75604,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11527
123,32.50706,-94.789129,3117,W Marshall Ave,Longview,TX,Gregg County,75604,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11526
122,32.50706,-94.789129,3117,W Marshall Ave,Longview,TX,Gregg County,75604,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10183
230,33.580292,-101.852294,1611,Ave O,Lubbock,TX,Lubbock County,79401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=16013
231,33.580311,-101.846968,1614,Ave J,Lubbock,TX,Lubbock County,79401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11550
232,33.581587,-101.849986,1319,15th St,Lubbock,TX,Lubbock County,79401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10802
207,31.336038,-94.723544,323,Moody St,Lufkin,TX,Angelina County,75901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7502
120,32.529704,-94.338013,2610,Elysian Fields Ave,Marshall,TX,Harrison County,75672,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13287
45,26.203106,-98.23543,111,S 15th St,McAllen,TX,Hidalgo County,78501,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15738
46,26.206742,-98.239295,1901,Cedar Ave,McAllen,TX,Hidalgo County,78501,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14834
47,26.208653,-98.241099,420,N 21st St,McAllen,TX,Hidalgo County,78501,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7783
38,33.221609,-96.612752,1710,N McDonald St,McKinney,TX,Collin County,75071,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14390
234,31.99498,-102.108184,2908,W Ohio Ave,Midland,TX,Midland County,79701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11516
235,31.998189,-102.061396,,E Wall St,Midland,TX,Midland County,79701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11551
236,32.035107,-102.115061,2400,Whitmire Blvd,Midland,TX,Midland County,79705,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7765
233,31.640745,-94.654688,3909,North St,Nacogdoches,TX,Nacogdoches County,75965,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8247
237,31.856263,-102.355947,1335,E 6th St,Odessa,TX,Ector County,79761,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11528
238,31.855878,-102.354898,1354,E 6th St,Odessa,TX,Ector County,79761,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11517
239,31.857341,-102.365099,810,E 11th St,Odessa,TX,Ector County,79761,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11552
240,31.839056,-102.379649,1213,W 2nd St,Odessa,TX,Ector County,79763,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11534
244,33.657682,-95.560268,450,4th St SW,Paris,TX,Lamar County,75460,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14819
245,33.655773,-95.564595,615,9th St SW,Paris,TX,Lamar County,75460,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11578
69,29.674209,-95.202559,711,Perla Rd,Pasadena,TX,Harris County,77502,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9802
68,29.652472,-95.20602,3811,Allen Genoa Rd,Pasadena,TX,Harris County,77504,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7211
7,33.011087,-96.705526,860,F Ave,Plano,TX,Collin County,75074,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13830
8,33.02123,-96.702812,902,E 16th St,Plano,TX,Collin County,75074,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7304
133,29.875964,-93.933538,900,6th St,Port Arthur,TX,Jefferson County,77640,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11537
134,29.875577,-93.93357,531,Atlanta Ave,Port Arthur,TX,Jefferson County,77640,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11531
101,29.413827,-95.762303,11614,Farm To Market Rd 361,Richmond,TX,Fort Bend County,77469,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15822
119,30.495398,-97.66659,1011,Gattis School Rd,Round Rock,TX,Williamson County,78664,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10284
153,29.456054,-98.50953,945,W Huisache Ave,San Antonio,TX,Bexar County,78201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8202
158,29.427292,-98.479715,226,Nolan St,San Antonio,TX,Bexar County,78202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11461
159,29.427246,-98.473659,626,Nolan St,San Antonio,TX,Bexar County,78202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11456
160,29.424288,-98.472808,414,N Hackberry St,San Antonio,TX,Bexar County,78202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11459
154,29.426272,-98.52156,2102,Buena Vista St,San Antonio,TX,Bexar County,78207,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7537
155,29.432888,-98.505912,1,Haven For Hope Way,San Antonio,TX,Bexar County,78207,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10120
151,29.505716,-98.466606,7911,Broadway,San Antonio,TX,Bexar County,78209,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7459
198,29.387739,-98.491227,1115,Mission Rd,San Antonio,TX,Bexar County,78210,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8024
156,29.434618,-98.498206,519,W Elmira St,San Antonio,TX,Bexar County,78212,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11458
149,29.488838,-98.526708,3103,West Ave,San Antonio,TX,Bexar County,78213,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8263
157,29.439693,-98.48606,907,E Quincy St,San Antonio,TX,Bexar County,78215,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8001
150,29.498123,-98.506899,5254,Blanco Rd,San Antonio,TX,Bexar County,78216,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7931
148,29.563446,-98.611361,6363,De Zavala Rd,San Antonio,TX,Bexar County,78249,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8002
152,29.457269,-98.551532,2939,W Woodlawn Ave,San Antonio,TX,Bexar County,78228,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8126
166,26.124456,-97.658962,,Marydale Rd,San Benito,TX,Cameron County,78586,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11530
178,29.874687,-97.940292,518,S Guadalupe St,San Marcos,TX,Hays County,78666,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8054
205,33.695036,-96.577043,5700,Texoma Pkwy,Sherman,TX,Grayson County,75090,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11464
206,33.639263,-96.590688,1602,E Lamar St,Sherman,TX,Grayson County,75090,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10426
143,31.092629,-97.330086,1018,E Ave A,Temple,TX,Bell County,76501,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10266
142,31.090866,-97.349643,707,S 11th St,Temple,TX,Bell County,76504,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13981
242,33.421933,-94.048449,402,Oak St,Texarkana,TX,Bowie County,75501,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9923
67,29.379792,-94.969366,5105,Timothy St,Texas City,TX,Galveston County,77591,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13199
187,30.171798,-95.462776,1600,Lakefront Cir,Spring,TX,Montgomery County,77381,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7779
222,32.357045,-95.300376,633,N Broadway Ave,Tyler,TX,Smith County,75702,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10559
248,31.039804,-104.828982,210,E Broadway St,Van Horn,TX,Culberson County,79855,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8195
246,28.807186,-96.991962,1302,N Louis St,Victoria,TX,Victoria County,77901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11554
247,28.795939,-97.000013,705,E Santa Rosa St,Victoria,TX,Victoria County,77901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11536
137,31.549357,-97.136981,1217,Mary Ave,Waco,TX,McLennan County,76701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11535
138,31.549513,-97.140297,1421,Austin Ave,Waco,TX,McLennan County,76701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7351
139,31.522379,-97.178389,4721,W Waco Dr,Waco,TX,McLennan County,76710,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11518
140,31.522379,-97.178389,4721,W Waco Dr,Waco,TX,McLennan County,76710,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14762
114,32.38641,-96.852248,507,W Jefferson St,Waxahachie,TX,Ellis County,75165,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11512
48,32.759156,-97.776717,1149,Ft Worth Hwy,Weatherford,TX,Parker County,76086,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7478
66,29.5335,-95.121426,210,S Walnut St,Webster,TX,Harris County,77598,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7164
249,33.905596,-98.490318,1300,Travis St,Wichita Falls,TX,Wichita County,76301,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11514
251,33.883267,-98.483922,1101,30th St,Wichita Falls,TX,Wichita County,76302,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7276
252,33.867386,-98.47044,710,E Hatton Rd,Wichita Falls,TX,Wichita County,76302,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13002
250,33.915628,-98.488267,403,7th St,Wichita Falls,TX,Wichita County,76301,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11555
2,46.978671,-123.821464,111,E 4th St,Aberdeen,WA,Grays Harbor County,98520,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9530
3,46.975213,-123.812969,405,E Heron St,Aberdeen,WA,Grays Harbor County,98520,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8175
4,46.971132,-123.828217,807,W 1st St,Aberdeen,WA,Grays Harbor County,98520,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15027
1,46.974806,-123.816555,211,E Wishkah St,Aberdeen,WA,Grays Harbor County,98520,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11764
12,48.5002,-122.613792,1011,27th St,Anacortes,WA,Skagit County,98221,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10096
81,47.316613,-122.221211,702,10th St NE,Auburn,WA,King County,98002,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15609
106,47.61455,-122.187722,515,116th Ave NE,Bellevue,WA,King County,98004,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14206
107,47.61455,-122.187722,515,116th Ave NE,Bellevue,WA,King County,98004,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14788
116,47.638293,-122.20106,3032,Bellevue Way NE,Bellevue,WA,King County,98004,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15707
21,48.755514,-122.488317,1013,W Holly St,Bellingham,WA,Whatcom County,98225,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15069
17,48.745547,-122.480982,1020,N State St,Bellingham,WA,Whatcom County,98225,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14451
18,48.745547,-122.480982,1020,N State St,Bellingham,WA,Whatcom County,98225,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14452
19,48.745289,-122.479008,1026,N Forest St,Bellingham,WA,Whatcom County,98225,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14457
20,48.755343,-122.487038,910,W Holly St,Bellingham,WA,Whatcom County,98225,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7708
22,48.757971,-122.473072,207,Kentucky St,Bellingham,WA,Whatcom County,98225,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15035
124,47.565251,-122.631178,822,Burwell St,Bremerton,WA,Kitsap County,98337,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12808
87,47.398805,-122.324111,22608,Marine View Dr S,Des Moines,WA,King County,98198,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20331
75,47.977251,-122.206369,3000,Rockefeller Ave,Everett,WA,Snohomish County,98201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8047
76,47.978046,-122.191999,2929,Pine St,Everett,WA,Snohomish County,98201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12645
77,47.968575,-122.196459,3711,Smith Ave,Everett,WA,Snohomish County,98201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15348
78,47.950571,-122.1952,5126,S 2nd Ave,Everett,WA,Snohomish County,98203,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15349
79,47.944982,-122.217104,5830,Evergreen Way,Everett,WA,Snohomish County,98203,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15028
113,47.585314,-121.970638,27701,SE 26th Way,Sammamish,WA,King County,98075,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7731
82,47.301386,-122.317822,1200,S 336th St,Federal Way,WA,King County,98003,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7785
83,47.301387,-122.317192,33505,13th Pl S,Federal Way,WA,King County,98003,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15034
84,47.383197,-122.249203,1229,W Smith St,Kent,WA,King County,98032,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15716
85,47.383197,-122.249203,1229,W Smith St,Kent,WA,King County,98032,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15156
86,47.383197,-122.249203,1229,W Smith St,Kent,WA,King County,98032,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14329
119,47.675809,-122.180933,11920,NE 80th St,Kirkland,WA,King County,98033,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15241
120,47.680746,-122.208625,701,1st St,Kirkland,WA,King County,98033,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15711
122,47.759791,-122.284377,18403,Ballinger Way NE,Lake Forest Park,WA,King County,98155,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8216
137,46.137673,-122.931693,1107,Broadway St,Longview,WA,Cowlitz County,98632,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10492
123,48.938406,-122.462749,205,S Bc Ave,Lynden,WA,Whatcom County,98264,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14456
15,48.415301,-122.336411,1008,S 3rd St,Mount Vernon,WA,Skagit County,98273,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12027
80,47.899709,-122.291905,10924,Mukilteo Speedway,Mukilteo,WA,Snohomish County,98275,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14003
13,48.29842,-122.636003,1791,NE 1st Ave,Oak Harbor,WA,Island County,98277,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9501
16,48.28753,-122.654182,275,SE Pioneer Way,Oak Harbor,WA,Island County,98277,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14453
127,47.045779,-122.899583,225,State Ave NE,Olympia,WA,Thurston County,98501,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15037
