,Latitude,Longitude,Number,Street,City,State,County,Zip,url
74,37.472139,-122.221722,110,Locust St,Redwood City,CA,San Mateo County,94061,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8029
57,37.933408,-122.348898,165,22nd St,Richmond,CA,Contra Costa County,94801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7491
58,37.935546,-122.367435,224,Macdonald Ave,Richmond,CA,Contra Costa County,94801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7163
59,37.935431,-122.367276,200,Macdonald Ave,Richmond,CA,Contra Costa County,94801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7162
62,37.96531,-122.358991,847,Brookside Dr,Richmond,CA,Contra Costa County,94801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8219
54,37.935761,-122.3379,3215,Nevin Ave,Richmond,CA,Contra Costa County,94804,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7793
370,35.62129,-117.669552,134,S China Lake Blvd,Ridgecrest,CA,Kern County,93555,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13769
285,33.987246,-117.353627,2840,Hulen Pl,Riverside,CA,Riverside County,92507,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14875
286,33.982574,-117.362203,2530,3rd St,Riverside,CA,Riverside County,92507,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11816
357,38.581562,-121.485734,1422,G St,Sacramento,CA,Sacramento County,95814,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15170
356,38.590042,-121.485697,1200,N B St,Sacramento,CA,Sacramento County,95811,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14573
358,38.590991,-121.482577,1351,N C St,Sacramento,CA,Sacramento County,95811,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15828
354,38.595423,-121.497815,400,Bannon St,Sacramento,CA,Sacramento County,95811,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9973
269,38.599633,-121.431487,1900,Point West Way,Sacramento,CA,Sacramento County,95815,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9505
270,38.534801,-121.453645,4516,Parker Ave,Sacramento,CA,Sacramento County,95820,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14572
268,38.617452,-121.384423,3434,Marconi Ave,Sacramento,CA,Sacramento County,95821,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10056
252,36.678371,-121.652022,43,Soledad St,Salinas,CA,Monterey County,93901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15316
226,34.148959,-117.284698,3171,N Sierra Way,San Bernardino,CA,San Bernardino County,92405,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12919
228,34.135323,-117.287756,2164,N Mountain View Ave,San Bernardino,CA,San Bernardino County,92405,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11947
229,34.124486,-117.299245,1354,N G St,San Bernardino,CA,San Bernardino County,92405,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15369
231,34.101875,-117.251926,1595,E Art Townsend Dr,San Bernardino,CA,San Bernardino County,92408,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14201
232,34.110866,-117.318258,1495,W Victoria St,San Bernardino,CA,San Bernardino County,92411,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14598
276,33.42435,-117.610298,616,S El Camino Real,San Clemente,CA,Orange County,92672,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8146
275,33.452122,-117.606198,930,Calle Negocio,San Clemente,CA,Orange County,92673,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10115
191,32.70822,-117.148394,299,17th St,San Diego,CA,San Diego County,92101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11337
192,32.720693,-117.156128,1449,9th Ave,San Diego,CA,San Diego County,92101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11332
193,32.705872,-117.149716,1501,Imperial Ave,San Diego,CA,San Diego County,92101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11331
195,32.7133,-117.157186,759,8th Ave,San Diego,CA,San Diego County,92101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11340
196,32.721796,-117.16147,349,Cedar St,San Diego,CA,San Diego County,92101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10886
197,32.724492,-117.163637,120,Elm St,San Diego,CA,San Diego County,92101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11329
198,32.724492,-117.163637,120,Elm St,San Diego,CA,San Diego County,92101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11330
194,32.705872,-117.149716,1501,Imperial Ave,San Diego,CA,San Diego County,92101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9710
186,32.751618,-117.107381,4080,Polk Ave,San Diego,CA,San Diego County,92105,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14943
187,32.747583,-117.128553,3806,Grim Ave,San Diego,CA,San Diego County,92104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11335
188,32.747583,-117.128553,3806,Grim Ave,San Diego,CA,San Diego County,92104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11334
189,32.766763,-117.138365,5005,Texas St,San Diego,CA,San Diego County,92108,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11325
35,37.781455,-122.411801,20,Jones St,San Francisco,CA,San Francisco County,94102,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7340
36,37.783673,-122.420498,869,Ellis St,San Francisco,CA,San Francisco County,94109,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10042
38,37.782196,-122.416494,449,Turk St,San Francisco,CA,San Francisco County,94102,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8110
29,37.77007,-122.407618,1000,Brannan St,San Francisco,CA,San Francisco County,94103,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15169
30,37.77995,-122.407809,164,6th St,San Francisco,CA,San Francisco County,94103,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10549
33,37.767687,-122.42169,333,Valencia St,San Francisco,CA,San Francisco County,94103,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8207
34,37.776917,-122.412297,165,8th St,San Francisco,CA,San Francisco County,94103,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13275
37,37.77861,-122.415956,37,Grove St,San Francisco,CA,San Francisco County,94102,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7350
41,37.771147,-122.419191,1663,Mission St,San Francisco,CA,San Francisco County,94103,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7686
28,37.777612,-122.399845,525,5th St,San Francisco,CA,San Francisco County,94107,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14936
42,37.787763,-122.417695,1065,Sutter St,San Francisco,CA,San Francisco County,94109,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7899
43,37.78616,-122.419941,1001,Polk St,San Francisco,CA,San Francisco County,94109,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14364
39,37.764049,-122.418478,165,Capp St,San Francisco,CA,San Francisco County,94110,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14938
44,37.756965,-122.423063,899,Guerrero St,San Francisco,CA,San Francisco County,94110,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7538
46,37.76142,-122.422619,3543,18th St,San Francisco,CA,San Francisco County,94110,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7140
45,37.774724,-122.444225,536,Central Ave,San Francisco,CA,San Francisco County,94117,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7390
27,37.735809,-122.389619,1601,McKinnon Ave,San Francisco,CA,San Francisco County,94124,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15168
31,37.721147,-122.401252,3230,San Bruno Ave,San Francisco,CA,San Francisco County,94134,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10269
93,34.103751,-118.085848,1005,E Las Tunas Dr,San Gabriel,CA,Los Angeles County,91776,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15460
238,37.087753,-121.612502,13535,Monterey Rd,San Martin,CA,Santa Clara County,95046,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7414
243,37.316527,-121.874639,1381,S 1st St,San Jose,CA,Santa Clara County,95110,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7939
245,37.336828,-121.904277,358,N Montgomery St,San Jose,CA,Santa Clara County,95110,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7643
246,37.336828,-121.904277,358,N Montgomery St,San Jose,CA,Santa Clara County,95110,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14415
90,37.365087,-121.89578,1297,N 13th St,San Jose,CA,Santa Clara County,95112,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7314
91,37.364702,-121.89597,1174,Old Bayshore Hwy,San Jose,CA,Santa Clara County,95112,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14669
244,37.331892,-121.88116,420,S 5th St,San Jose,CA,Santa Clara County,95112,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11349
247,37.344227,-121.894144,435,N 3rd St,San Jose,CA,Santa Clara County,95112,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10546
249,37.343653,-121.888498,318,N 6th St,San Jose,CA,Santa Clara County,95112,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7238
250,37.34403,-121.892668,405,N 4th St,San Jose,CA,Santa Clara County,95112,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7953
254,37.359821,-121.904597,1181,N 4th St,San Jose,CA,Santa Clara County,95112,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7810
255,37.359965,-121.900748,260,Commercial St,San Jose,CA,Santa Clara County,95112,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7644
240,37.273307,-121.880252,3180,Newberry Dr,San Jose,CA,Santa Clara County,95118,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15769
248,37.303195,-121.871055,2011,Little Orchard St,San Jose,CA,Santa Clara County,95125,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7413
242,37.316258,-121.935426,,Moorpark Ave,San Jose,CA,Santa Clara County,95128,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7139
89,37.3839,-121.918191,2304,Zanker Rd,San Jose,CA,Santa Clara County,95131,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10545
92,37.366361,-121.868319,692,N King Rd,San Jose,CA,Santa Clara County,95133,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8005
23,37.726363,-122.147886,1395,Bancroft Ave,San Leandro,CA,Alameda County,94577,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8006
260,35.256043,-120.672077,40,Prado Rd,San Luis Obispo,CA,San Luis Obispo County,93401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15826
61,37.575518,-122.335484,325,Villa Ter,San Mateo,CA,San Mateo County,94401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8030
65,37.568398,-122.325038,50,N B St,San Mateo,CA,San Mateo County,94401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20420
167,33.73589,-118.2821,235,W 9th St,San Pedro,CA,Los Angeles County,90731,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10192
168,33.73543,-118.28339,936,S Centre St,San Pedro,CA,Los Angeles County,90731,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14418
170,33.73132,-118.29221,1400,S Gaffey St,San Pedro,CA,Los Angeles County,90731,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11233
77,37.971714,-122.529533,822,B St,San Rafael,CA,Marin County,94901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14016
176,33.746891,-117.859463,818,E 3rd St,Santa Ana,CA,Orange County,92701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13790
177,33.742813,-117.866744,316,S Cypress Ave,Santa Ana,CA,Orange County,92701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15272
173,33.760245,-117.846949,1505,E 17th St,Santa Ana,CA,Orange County,92705,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15268
174,33.760245,-117.846949,1505,E 17th St,Santa Ana,CA,Orange County,92705,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15777
172,33.757167,-117.86906,1411,N Broadway,Santa Ana,CA,Orange County,92706,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15261
178,33.715082,-117.862104,612,E Warner Ave,Santa Ana,CA,Orange County,92707,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15270
320,34.422344,-119.692135,425,E Cota St,Santa Barbara,CA,Santa Barbara County,93101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8157
321,34.414877,-119.695678,423,Chapala St,Santa Barbara,CA,Santa Barbara County,93101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13789
317,34.418905,-119.676574,816,Cacique St,Santa Barbara,CA,Santa Barbara County,93103,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13388
318,34.418905,-119.676574,816,Cacique St,Santa Barbara,CA,Santa Barbara County,93103,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14583
319,34.419223,-119.684404,535,E Yanonali St,Santa Barbara,CA,Santa Barbara County,93103,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14582
14,34.41123,-118.540487,23031,Drayton St,Santa Clarita,CA,Los Angeles County,91350,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14732
233,36.984846,-122.030474,115,Coral St,Santa Cruz,CA,Santa Cruz County,95060,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7602
261,34.964246,-120.433526,1207,N McClelland St,Santa Maria,CA,Santa Barbara County,93454,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11373
262,34.943892,-120.441023,401,W Morrison Ave,Santa Maria,CA,Santa Barbara County,93458,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14581
8,34.013654,-118.489091,505,Olympic Blvd,Santa Monica,CA,Los Angeles County,90401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14419
6,34.032125,-118.482017,2118,Wilshire Blvd,Santa Monica,CA,Los Angeles County,90403,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15008
15,34.354233,-119.061046,113,N Mill St,Santa Paula,CA,Ventura County,93060,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15569
294,38.438998,-122.721541,101,6th St,Santa Rosa,CA,Sonoma County,95401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10782
295,38.440732,-122.719603,600,Morgan St,Santa Rosa,CA,Sonoma County,95401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10780
296,38.440976,-122.719124,465,A St,Santa Rosa,CA,Sonoma County,95401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15979
298,38.475598,-122.737462,3440,Airway Dr,Santa Rosa,CA,Sonoma County,95403,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14017
301,38.438998,-122.721541,101,6th St,Santa Rosa,CA,Sonoma County,95401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10281
293,38.447286,-122.726868,1207,Cleveland Ave,Santa Rosa,CA,Sonoma County,95401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14015
297,38.427832,-122.70928,634,Pressley St,Santa Rosa,CA,Sonoma County,95404,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10781
302,38.434222,-122.691591,2455,Bennett Valley Rd,Santa Rosa,CA,Sonoma County,95404,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15980
185,32.854809,-116.9929,9715,Halberns Blvd,Santee,CA,San Diego County,92071,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20428
51,37.639033,-122.394187,295,N Access Rd,South San Francisco,CA,San Mateo County,94080,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15496
153,33.803155,-117.995696,7855,Katella Ave,Stanton,CA,Orange County,90680,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15394
339,37.947028,-121.297895,411,S Harrison St,Stockton,CA,San Joaquin County,95203,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14093
16,34.218661,-118.368673,8165,San Fernando Rd,Sun Valley,CA,Los Angeles County,91352,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14713
12,34.310645,-118.432993,13770,Sayre St,Sylmar,CA,Los Angeles County,91342,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15725
289,33.510726,-117.140305,42036,Moraga Rd,Temecula,CA,Riverside County,92591,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15361
288,33.528618,-117.15935,40810,County Center Dr,Temecula,CA,Riverside County,92591,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20324
224,37.748553,-121.426512,26,W Emerson Ave,Tracy,CA,San Joaquin County,95376,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13105
363,36.206118,-119.348984,111,W Kern Ave,Tulare,CA,Tulare County,93274,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13772
336,37.492427,-120.840683,1030,East Ave,Turlock,CA,Stanislaus County,95380,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14063
179,33.745469,-117.830637,,W 1st St,Tustin,CA,Orange County,92780,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9936
180,33.704136,-117.841195,2345,Barranca Pkwy,Tustin,CA,Orange County,92782,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15727
213,34.096378,-117.679776,1501,W 9th St,Upland,CA,San Bernardino County,91786,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11247
225,38.36605,-121.976479,267,Bennett Hill Ct,Vacaville,CA,Solano County,95688,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14243
85,38.118877,-122.25911,2166,Sacramento St,Vallejo,CA,Solano County,94590,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15314
11,33.998086,-118.478322,204,Hampton Dr,Venice,CA,Los Angeles County,90291,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11235
309,34.278035,-119.29251,536,E Thompson Blvd,Ventura,CA,Ventura County,93001,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10489
310,34.278803,-119.29503,155,S Oak St,Ventura,CA,Ventura County,93001,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13791
311,34.294293,-119.296173,43,E Vince St,Ventura,CA,Ventura County,93001,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12957
2,34.482408,-117.351662,12759,Petaluma Rd,Victorville,CA,San Bernardino County,92392,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14023
3,34.563438,-117.314616,16949,D St,Victorville,CA,San Bernardino County,92395,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9472
1,34.538723,-117.317815,15846,Cazadero Rd,Victorville,CA,San Bernardino County,92394,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14621
360,36.335806,-119.2873,500,E Race Ave,Visalia,CA,Tulare County,93292,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13771
314,33.209612,-117.233404,859,E Vista Way,Vista,CA,San Diego County,92084,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14045
64,37.894554,-122.062579,1271,S California Blvd,Walnut Creek,CA,Contra Costa County,94596,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15555
234,36.914655,-121.759278,115,Brennan St,Watsonville,CA,Santa Cruz County,95076,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7860
235,36.90925,-121.75396,214,Union St,Watsonville,CA,Santa Cruz County,95076,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11814
236,36.897235,-121.740551,111,Railroad Ave,Royal Oaks,CA,Monterey County,95076,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7859
136,33.93574,-118.25399,10950,S Central Ave,Los Angeles,CA,Los Angeles County,90059,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11238
160,33.776638,-118.261031,529,Broad Ave,Wilmington,CA,Los Angeles County,90744,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13710
161,33.776507,-118.261019,525,Broad Ave,Wilmington,CA,Los Angeles County,90744,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13709
380,41.730717,-122.640015,417,Lane St,Yreka,CA,Siskiyou County,96097,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10294
364,39.135474,-121.628217,909,Spiva Ave,Yuba City,CA,Sutter County,95991,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15877
59,38.892763,-90.183858,114,E 5th St,Alton,IL,Madison County,62002,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14113
60,38.889513,-90.185364,111,Market St,Alton,IL,Madison County,62002,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15284
36,41.75722,-88.31077,215,E New York St,Aurora,IL,Kane County,60505,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8213
38,41.746447,-88.330761,659,S River St,Aurora,IL,Kane County,60506,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10384
97,40.480109,-88.998961,208,N Oak St,Bloomington,IL,McLean County,61701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15340
95,40.473061,-88.990137,303,E Oakland Ave,Bloomington,IL,McLean County,61701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7592
96,40.479735,-88.999282,611,W Washington St,Bloomington,IL,McLean County,61701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15232
42,41.664376,-87.667166,12610,S Honore St,Calumet Park,IL,Cook County,60827,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15762
114,40.560611,-90.015356,1330,E Ash St,Canton,IL,Fulton County,61520,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15946
79,37.720068,-89.212631,701,S Marion St,Carbondale,IL,Jackson County,62901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10071
120,40.118587,-88.231631,504,E Church St,Champaign,IL,Champaign County,61820,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15940
118,40.120204,-88.239486,70,E Washington St,Champaign,IL,Champaign County,61820,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7750
121,40.141388,-88.23805,2212,N Market St,Champaign,IL,Champaign County,61822,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15942
50,41.505864,-87.659747,414,W Lincoln Hwy,Chicago Heights,IL,Cook County,60411,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9645
51,41.504775,-87.634863,1439,Emerald Ave,Chicago Heights,IL,Cook County,60411,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7918
35,41.877341,-87.624771,332,S Michigan Ave,Chicago,IL,Cook County,60604,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15015
32,41.862127,-87.639862,1458,S Canal St,Chicago,IL,Cook County,60607,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7858
20,41.867507,-87.695166,2750,W Roosevelt Rd,Chicago,IL,Cook County,60608,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9623
34,41.80167,-87.662551,5052,S Laflin St,Chicago,IL,Cook County,60609,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11672
16,41.877663,-87.697118,2822,W Jackson Blvd,Chicago,IL,Cook County,60612,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7381
19,41.873557,-87.694244,2715,W Harrison St,Chicago,IL,Cook County,60612,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10274
27,41.955043,-87.65041,4009,N Broadway St,Chicago,IL,Cook County,60613,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15250
31,41.925381,-87.643926,600,W Fullerton Pkwy,Chicago,IL,Cook County,60614,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9697
48,41.722091,-87.550759,9519,S Commercial Ave,Chicago,IL,Cook County,60617,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15236
39,41.761065,-87.631255,7320,S Yale Ave,Chicago,IL,Cook County,60621,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20380
40,41.761065,-87.631255,7320,S Yale Ave,Chicago,IL,Cook County,60621,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20311
23,41.901824,-87.662836,1110,N Noble St,Chicago,IL,Cook County,60642,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12577
8,41.881599,-87.73215,4241,W Washington Blvd,Chicago,IL,Cook County,60624,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10538
10,41.889846,-87.712985,3465,W Franklin Blvd,Chicago,IL,Cook County,60624,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7652
43,41.696398,-87.621172,10858,S Michigan Ave,Chicago,IL,Cook County,60628,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14730
